GTIN13;BU;Project Code;Commited Qty
139454;Store 8;Project 2023_01;7000
139505;Store 3;Project 2024_01;9000
139638;Store 14;Project 2023_03;3500
139554;Store 16;Project 2023_02;8000
139539;Store 12;Project 2024_01;5000
139584;Store 4;Project 2024_03;5000
139518;Store 16;Project 2023_01;5000
139302;Store 16;Project 2022_02;10000
139313;Store 15;Project 2023_03;8000
139470;Store 10;Project 2023_02;8000
139573;Store 2;Project 2022_01;10000
139436;Store 12;Project 2022_02;7000
139357;Store 5;Project 2024_03;10000
139578;Store 8;Project 2022_02;5000
139422;Store 14;Project 2024_02;5000
139406;Store 6;Project 2023_02;2800
139566;Store 6;Project 2022_02;3000
139522;Store 2;Project 2023_02;10000
139374;Store 13;Project 2022_01;6000
139494;Store 16;Project 2023_01;3000
139521;Store 6;Project 2023_01;3500
139418;Store 6;Project 2024_01;8500
139361;Store 2;Project 2023_01;5000
139365;Store 5;Project 2023_01;3500
139593;Store 7;Project 2023_03;5000
139423;Store 8;Project 2022_02;3000
139641;Store 7;Project 2024_01;9420
139593;Store 9;Project 2023_02;21240
139399;Store 1;Project 2023_01;16500
139572;Store 6;Project 2024_03;5340
139586;Store 1;Project 2022_03;8460
139639;Store 1;Project 2023_03;6100
139399;Store 3;Project 2024_01;1350
139570;Store 2;Project 2023_02;3320
139583;Store 11;Project 2022_02;2825
139606;Store 1;Project 2024_02;935
139574;Store 3;Project 2023_03;1600
139534;Store 9;Project 2023_03;50
139424;Store 5;Project 2024_03;50
139344;Store 2;Project 2023_02;50
139328;Store 12;Project 2022_03;50
139341;Store 14;Project 2022_01;50
139480;Store 13;Project 2022_03;50
139392;Store 3;Project 2022_01;50
139399;Store 11;Project 2024_02;50
139332;Store 10;Project 2024_01;50
139322;Store 14;Project 2022_03;50
139528;Store 8;Project 2023_02;50
139430;Store 12;Project 2023_01;50
139419;Store 4;Project 2022_02;50
139483;Store 9;Project 2022_02;50
139557;Store 13;Project 2022_01;50
139337;Store 14;Project 2022_02;50
139572;Store 16;Project 2024_01;5000
139428;Store 8;Project 2022_01;12000
139606;Store 11;Project 2022_02;70000
139544;Store 4;Project 2024_02;20000
139605;Store 5;Project 2022_02;8000
139520;Store 1;Project 2024_02;25
139609;Store 16;Project 2022_01;25
139453;Store 12;Project 2023_01;7000
139552;Store 14;Project 2023_03;10000
139351;Store 4;Project 2022_03;10000
139577;Store 3;Project 2024_03;5000
139435;Store 15;Project 2024_02;5000
139315;Store 11;Project 2022_03;8000
139443;Store 8;Project 2024_02;12500
139548;Store 7;Project 2023_03;8000
139478;Store 6;Project 2022_03;6000
139626;Store 10;Project 2022_01;6000
139506;Store 11;Project 2022_02;8000
139352;Store 15;Project 2023_01;5000
139382;Store 11;Project 2023_03;5000
139469;Store 2;Project 2024_01;25000
139410;Store 13;Project 2022_01;15000
139384;Store 14;Project 2023_03;15000
139517;Store 11;Project 2022_03;10000
139429;Store 10;Project 2024_01;10000
139469;Store 4;Project 2022_02;8000
139358;Store 4;Project 2023_02;15000
139491;Store 14;Project 2023_01;15000
139354;Store 1;Project 2024_01;8000
139609;Store 1;Project 2022_01;7000
139505;Store 8;Project 2022_03;6000
139304;Store 14;Project 2022_03;10000
139346;Store 12;Project 2024_03;205000
139325;Store 3;Project 2024_03;60000
139483;Store 3;Project 2023_01;100000
139377;Store 14;Project 2023_03;55000
139568;Store 10;Project 2023_03;35000
139590;Store 4;Project 2024_02;75000
139417;Store 10;Project 2024_02;63500
139581;Store 6;Project 2023_01;45000
139428;Store 2;Project 2022_01;30000
139518;Store 16;Project 2022_03;15000
139307;Store 10;Project 2023_01;100000
139591;Store 9;Project 2024_01;10000
139376;Store 5;Project 2024_02;19500
139419;Store 10;Project 2023_01;8800
139596;Store 14;Project 2023_02;4350
139433;Store 5;Project 2022_01;46500
139326;Store 6;Project 2024_01;54000
139350;Store 4;Project 2022_02;2850
139482;Store 11;Project 2022_02;7300
139635;Store 15;Project 2023_01;36000
139414;Store 2;Project 2023_03;2350
139505;Store 16;Project 2023_02;3250
139466;Store 8;Project 2023_01;2650
139311;Store 15;Project 2024_03;25000
139537;Store 1;Project 2022_03;10000
139549;Store 14;Project 2024_02;82000
139572;Store 13;Project 2024_02;19500
139345;Store 15;Project 2022_03;11500
139400;Store 9;Project 2022_01;3800
139585;Store 15;Project 2023_01;600
139594;Store 7;Project 2024_01;900
139625;Store 4;Project 2024_03;850
139343;Store 1;Project 2024_01;100000
139642;Store 13;Project 2022_02;1400
139357;Store 3;Project 2023_03;150000
139382;Store 15;Project 2023_01;250000
139506;Store 3;Project 2023_01;70000
139450;Store 14;Project 2024_03;250000
139462;Store 3;Project 2024_03;150000
139492;Store 2;Project 2024_02;50000
139605;Store 10;Project 2024_01;40000
139380;Store 15;Project 2024_03;30000
139311;Store 6;Project 2024_02;250000
139450;Store 3;Project 2024_01;50000
139378;Store 9;Project 2023_01;180000
139315;Store 6;Project 2022_02;2000
139439;Store 2;Project 2023_03;2000
139630;Store 14;Project 2023_03;4500
139417;Store 5;Project 2024_02;5500
139318;Store 7;Project 2022_03;1500
139485;Store 1;Project 2023_03;2500
139510;Store 5;Project 2024_01;3000
139401;Store 16;Project 2024_03;700
139434;Store 15;Project 2022_03;2500
139354;Store 13;Project 2022_03;700
139329;Store 2;Project 2024_02;1500
139361;Store 13;Project 2022_01;4000
139558;Store 10;Project 2023_03;16000
139368;Store 2;Project 2024_01;5200
139446;Store 3;Project 2024_01;16500
139571;Store 7;Project 2022_03;4000
139406;Store 11;Project 2022_02;22000
139597;Store 7;Project 2023_01;10000
139538;Store 15;Project 2023_03;6000
139444;Store 3;Project 2023_02;14000
139347;Store 3;Project 2024_01;5300
139306;Store 11;Project 2023_02;15000
139619;Store 5;Project 2023_02;10000
139399;Store 12;Project 2023_02;4200
139455;Store 10;Project 2023_02;10000
139458;Store 13;Project 2023_03;3500
139615;Store 7;Project 2023_01;13000
139444;Store 4;Project 2024_01;4000
139590;Store 16;Project 2023_03;3000
139320;Store 8;Project 2024_01;5700
139524;Store 2;Project 2024_01;2400
139634;Store 6;Project 2022_02;6000
139426;Store 9;Project 2023_01;25
139356;Store 5;Project 2023_02;25
139533;Store 3;Project 2022_02;25
139429;Store 4;Project 2023_02;12800
139447;Store 8;Project 2024_03;38000
139426;Store 1;Project 2023_02;24500
139526;Store 15;Project 2023_03;34000
139442;Store 7;Project 2023_02;34000
139380;Store 1;Project 2024_02;4700
139568;Store 14;Project 2022_02;5500
139560;Store 14;Project 2023_02;18500
139605;Store 8;Project 2023_02;25000
139317;Store 5;Project 2024_02;12400
139357;Store 13;Project 2024_02;132000
139333;Store 9;Project 2024_03;7300
139494;Store 10;Project 2023_03;47300
139596;Store 9;Project 2024_01;8500
139523;Store 9;Project 2024_02;15400
139562;Store 2;Project 2024_01;6000
139370;Store 9;Project 2024_03;13700
139603;Store 5;Project 2024_02;2600
139338;Store 14;Project 2024_01;22000
139468;Store 11;Project 2022_02;194000
139377;Store 14;Project 2022_01;23000
139345;Store 15;Project 2022_01;60000
139562;Store 10;Project 2023_02;4800
139346;Store 13;Project 2023_03;6800
139412;Store 16;Project 2023_02;9000
139508;Store 11;Project 2023_01;22600
139590;Store 16;Project 2022_02;420000
139531;Store 2;Project 2024_01;34000
139643;Store 12;Project 2024_03;50000
139533;Store 6;Project 2022_03;80000
139570;Store 6;Project 2022_02;10500
139555;Store 16;Project 2024_02;12600
139397;Store 6;Project 2024_02;8700
139300;Store 5;Project 2024_03;6500
139614;Store 16;Project 2022_02;5500
139353;Store 12;Project 2023_01;20000
139342;Store 2;Project 2022_02;4000
139341;Store 10;Project 2023_02;11000
139511;Store 10;Project 2022_01;27000
139316;Store 7;Project 2024_01;17000
139318;Store 15;Project 2023_01;1500
139435;Store 16;Project 2024_02;1500
139345;Store 11;Project 2023_02;2000
139372;Store 8;Project 2022_03;3000
139603;Store 12;Project 2022_03;2000
139490;Store 15;Project 2024_03;3700
139335;Store 3;Project 2024_01;4300
139576;Store 9;Project 2023_02;5700
139462;Store 12;Project 2023_02;5500
139321;Store 5;Project 2022_01;6600
139300;Store 4;Project 2024_03;2800
139370;Store 1;Project 2023_03;3400
139606;Store 1;Project 2022_02;4900
139579;Store 5;Project 2024_03;4400
139510;Store 15;Project 2024_03;6600
139379;Store 6;Project 2022_02;3400
139397;Store 1;Project 2022_03;3300
139313;Store 14;Project 2024_01;4300
139562;Store 1;Project 2023_02;4000
139402;Store 11;Project 2024_02;5800
139603;Store 16;Project 2024_02;35000
139585;Store 4;Project 2023_02;18000
139604;Store 13;Project 2022_03;8000
139424;Store 13;Project 2024_01;5000
139338;Store 1;Project 2024_02;5000
139312;Store 16;Project 2024_02;1000
139379;Store 2;Project 2023_01;1000
139314;Store 14;Project 2023_02;10000
139544;Store 6;Project 2022_02;5000
139342;Store 6;Project 2023_03;3500
139359;Store 8;Project 2022_02;5000
139367;Store 16;Project 2023_03;10000
139314;Store 10;Project 2024_01;5000
139442;Store 14;Project 2024_03;3500
139327;Store 8;Project 2023_01;5000
139552;Store 9;Project 2022_01;4000
139441;Store 15;Project 2024_02;3000
139517;Store 11;Project 2022_03;4000
139339;Store 16;Project 2022_03;4000
139365;Store 14;Project 2024_01;3000
139426;Store 8;Project 2023_02;4000
139535;Store 13;Project 2023_01;10000
139402;Store 3;Project 2024_02;2500
139535;Store 1;Project 2024_01;3500
139399;Store 15;Project 2022_01;10000
139515;Store 12;Project 2023_03;3500
139503;Store 5;Project 2022_03;3500
139597;Store 4;Project 2024_03;1500
139499;Store 10;Project 2022_02;1000
139313;Store 16;Project 2022_02;15000
139321;Store 15;Project 2024_01;3500
139534;Store 14;Project 2022_02;12500
139368;Store 2;Project 2024_01;2000
139313;Store 12;Project 2023_03;15000
139428;Store 9;Project 2023_01;7500
139399;Store 5;Project 2024_02;2000
139521;Store 8;Project 2022_02;7000
139638;Store 11;Project 2023_01;7500
139435;Store 9;Project 2023_03;4500
139306;Store 4;Project 2022_03;2000
139604;Store 3;Project 2023_03;15000
139601;Store 4;Project 2023_01;5000
139507;Store 14;Project 2024_02;4500
139395;Store 1;Project 2022_03;3500
139603;Store 15;Project 2022_03;1000
139551;Store 16;Project 2023_01;1000
139334;Store 6;Project 2024_01;3500
139623;Store 15;Project 2024_03;5000
139490;Store 9;Project 2024_02;5000
139639;Store 8;Project 2023_01;20000
139383;Store 6;Project 2022_03;15000
139619;Store 4;Project 2023_01;1000
139366;Store 7;Project 2022_03;500
139324;Store 16;Project 2024_02;1000
139626;Store 13;Project 2023_01;4000
139592;Store 10;Project 2022_02;4000
139408;Store 11;Project 2024_01;25000
139317;Store 10;Project 2023_01;12000
139627;Store 14;Project 2023_02;8000
139423;Store 16;Project 2024_02;5000
139476;Store 4;Project 2022_01;5000
139382;Store 12;Project 2024_02;4000
139324;Store 3;Project 2023_03;8000
139394;Store 7;Project 2023_03;8000
139558;Store 3;Project 2022_01;8000
139438;Store 4;Project 2024_03;6000
139507;Store 4;Project 2022_01;8000
139578;Store 3;Project 2022_01;12000
139348;Store 6;Project 2022_02;8000
139614;Store 7;Project 2022_03;3000
139547;Store 5;Project 2022_03;20000
139342;Store 5;Project 2023_02;2000
139573;Store 7;Project 2022_01;21000
139609;Store 12;Project 2023_02;6000
139400;Store 3;Project 2022_03;10000
139609;Store 16;Project 2022_02;5000
139541;Store 1;Project 2023_03;2000
139430;Store 12;Project 2023_03;3000
139384;Store 3;Project 2023_03;2500
139429;Store 1;Project 2023_01;150
139449;Store 7;Project 2024_03;14000
139458;Store 6;Project 2023_02;4500
139611;Store 1;Project 2024_03;4000
139388;Store 1;Project 2024_01;8500
139580;Store 16;Project 2024_02;40000
139540;Store 11;Project 2022_02;5000
139558;Store 11;Project 2022_03;2000
139458;Store 6;Project 2024_03;10000
139359;Store 16;Project 2022_01;11500
139426;Store 14;Project 2024_01;3000
139495;Store 16;Project 2022_01;6300
139595;Store 14;Project 2023_01;7400
139500;Store 14;Project 2024_02;45000
139610;Store 9;Project 2023_03;40000
139440;Store 13;Project 2022_01;40000
139430;Store 11;Project 2022_01;35000
139629;Store 10;Project 2023_01;25000
139364;Store 16;Project 2022_03;20000
139424;Store 9;Project 2023_03;20000
139569;Store 16;Project 2023_02;15000
139487;Store 8;Project 2024_03;35000
139349;Store 2;Project 2022_03;30000
139499;Store 12;Project 2023_03;30000
139511;Store 14;Project 2024_02;25000
139564;Store 10;Project 2024_03;12000
139510;Store 9;Project 2022_01;4500
139392;Store 8;Project 2024_01;7500
139453;Store 13;Project 2024_02;3500
139416;Store 3;Project 2023_03;4000
139634;Store 16;Project 2022_01;500
139579;Store 5;Project 2024_03;2000
139627;Store 12;Project 2022_01;500
139616;Store 14;Project 2023_03;200
139546;Store 8;Project 2024_01;500
139375;Store 13;Project 2022_03;1000
139420;Store 6;Project 2022_02;500
139352;Store 14;Project 2022_02;1000
139497;Store 14;Project 2022_03;500
139536;Store 16;Project 2022_03;300
139497;Store 1;Project 2023_03;500
139638;Store 9;Project 2023_01;2000
139642;Store 16;Project 2022_02;500
139426;Store 7;Project 2024_03;500
139585;Store 4;Project 2022_02;2000
139466;Store 5;Project 2023_02;500
139448;Store 8;Project 2022_03;500
139574;Store 4;Project 2022_02;12000
139589;Store 5;Project 2023_03;1000
139611;Store 11;Project 2024_02;500
139442;Store 10;Project 2024_02;500
139343;Store 8;Project 2022_03;1000
139468;Store 15;Project 2023_03;300
139570;Store 7;Project 2022_03;500
139394;Store 7;Project 2022_02;2500
139397;Store 11;Project 2024_03;10000
139333;Store 11;Project 2022_03;2000
139516;Store 5;Project 2022_03;5000
139567;Store 10;Project 2023_01;40000
139428;Store 13;Project 2022_01;6000
139495;Store 6;Project 2023_03;2500
139584;Store 13;Project 2022_01;2500
139418;Store 11;Project 2022_02;2500
139497;Store 8;Project 2023_03;1000
139635;Store 7;Project 2024_01;1300
139600;Store 9;Project 2022_02;200
139307;Store 2;Project 2024_02;150
139300;Store 3;Project 2023_01;100
139529;Store 7;Project 2024_03;100
139396;Store 4;Project 2024_01;80
139533;Store 11;Project 2022_01;200
139554;Store 10;Project 2024_03;500
139343;Store 10;Project 2022_02;80
139504;Store 9;Project 2023_02;2000
139559;Store 15;Project 2023_02;150
139453;Store 14;Project 2022_02;1000
139426;Store 15;Project 2023_02;50
139345;Store 3;Project 2024_03;200
139569;Store 3;Project 2022_01;200
139567;Store 2;Project 2022_01;80
139470;Store 6;Project 2023_02;400
139552;Store 12;Project 2023_02;200
139563;Store 4;Project 2023_02;100
139636;Store 1;Project 2024_03;200
139350;Store 4;Project 2023_01;50
139367;Store 1;Project 2023_02;150
139575;Store 11;Project 2023_02;300
139425;Store 4;Project 2024_03;100
139593;Store 7;Project 2023_03;1000
139637;Store 4;Project 2023_02;300
139444;Store 16;Project 2024_03;400
139513;Store 1;Project 2024_01;100
139601;Store 16;Project 2023_01;3000
139533;Store 3;Project 2024_02;200
139369;Store 12;Project 2023_03;3000
139354;Store 15;Project 2024_02;500
139556;Store 8;Project 2022_01;200
139506;Store 2;Project 2024_02;300
139369;Store 6;Project 2022_03;50
139418;Store 6;Project 2024_01;300
139519;Store 5;Project 2023_02;7000
139565;Store 1;Project 2022_02;100
139315;Store 5;Project 2023_02;3000
139601;Store 14;Project 2022_02;500
139556;Store 6;Project 2023_01;1500
139306;Store 12;Project 2023_02;800
139620;Store 7;Project 2023_01;200
139620;Store 10;Project 2022_01;15000
139520;Store 2;Project 2022_03;10000
139311;Store 14;Project 2024_02;12000
139391;Store 6;Project 2022_01;123000
139371;Store 6;Project 2024_02;90000
139446;Store 14;Project 2023_02;35000
139307;Store 1;Project 2022_02;7000
139483;Store 9;Project 2024_01;60000
139628;Store 12;Project 2024_02;50000
139340;Store 2;Project 2023_03;30000
139337;Store 10;Project 2024_01;30000
139613;Store 4;Project 2023_02;30000
139588;Store 1;Project 2023_01;12000
139572;Store 10;Project 2022_03;12000
139373;Store 5;Project 2023_01;22000
139564;Store 8;Project 2022_03;10000
139381;Store 14;Project 2022_02;12000
139351;Store 9;Project 2023_01;10000
139386;Store 13;Project 2024_03;8000
139369;Store 11;Project 2022_03;6000
139310;Store 3;Project 2022_03;4000
139623;Store 5;Project 2022_03;8000
139316;Store 7;Project 2024_02;11000
139307;Store 9;Project 2024_01;10000
139624;Store 8;Project 2023_01;10000
139491;Store 16;Project 2023_01;3000
139353;Store 15;Project 2023_01;2500
139315;Store 11;Project 2023_01;6000
139512;Store 9;Project 2023_03;3500
139539;Store 10;Project 2024_03;16000
139594;Store 13;Project 2023_01;11000
139609;Store 2;Project 2023_03;20000
139344;Store 13;Project 2024_02;8500
139618;Store 1;Project 2024_03;8500
139352;Store 3;Project 2022_01;3500
139547;Store 15;Project 2024_03;250
139539;Store 2;Project 2022_03;1000
139609;Store 12;Project 2024_02;200
139548;Store 2;Project 2023_03;4500
139605;Store 2;Project 2024_01;200
139544;Store 15;Project 2024_01;10000
139495;Store 9;Project 2022_02;6000
139307;Store 14;Project 2022_01;4000
139318;Store 16;Project 2023_03;8000
139326;Store 1;Project 2024_01;4000
139627;Store 8;Project 2022_01;6500
139313;Store 6;Project 2024_01;4000
139629;Store 7;Project 2022_02;3500
139624;Store 11;Project 2022_01;4000
139421;Store 9;Project 2022_03;5000
139585;Store 15;Project 2024_03;5000
139490;Store 3;Project 2023_03;8000
139426;Store 4;Project 2023_01;4000
139317;Store 1;Project 2024_01;16500
139507;Store 16;Project 2023_03;11000
139500;Store 13;Project 2022_03;14500
139348;Store 15;Project 2024_02;6000
139405;Store 9;Project 2024_02;6500
139617;Store 1;Project 2022_01;2500
139352;Store 7;Project 2022_01;1700
139625;Store 8;Project 2022_03;13700
139315;Store 15;Project 2024_03;7900
139493;Store 16;Project 2022_03;6000
139430;Store 4;Project 2022_01;16000
139470;Store 2;Project 2022_01;8000
139448;Store 11;Project 2022_01;10000
139605;Store 1;Project 2022_02;6500
139495;Store 3;Project 2023_01;17000
139389;Store 14;Project 2024_03;26000
139300;Store 13;Project 2022_03;4000
139327;Store 14;Project 2024_03;12000
139462;Store 9;Project 2023_01;8500
139501;Store 5;Project 2023_02;5000
139515;Store 12;Project 2024_01;22000
139382;Store 3;Project 2022_03;26000
139544;Store 10;Project 2023_03;15000
139472;Store 5;Project 2023_02;10000
139443;Store 14;Project 2022_03;8000
139513;Store 10;Project 2023_02;9000
139347;Store 2;Project 2024_02;5000
139575;Store 6;Project 2023_01;12000
139351;Store 15;Project 2024_02;10000
139438;Store 2;Project 2024_01;10000
139462;Store 3;Project 2022_03;6000
139377;Store 12;Project 2022_02;4000
139314;Store 16;Project 2023_01;4000
139583;Store 3;Project 2024_01;15000
139595;Store 2;Project 2023_03;5000
139484;Store 3;Project 2024_03;3000
139493;Store 3;Project 2024_03;8000
139622;Store 2;Project 2024_01;10000
139389;Store 8;Project 2024_01;10000
139439;Store 8;Project 2023_03;57067
139637;Store 13;Project 2024_02;119999
139350;Store 4;Project 2023_02;70016
139473;Store 15;Project 2022_01;146513
139325;Store 5;Project 2023_02;108788
139615;Store 3;Project 2023_03;61578
139534;Store 6;Project 2023_02;149237
139484;Store 2;Project 2024_02;45390
139384;Store 12;Project 2024_02;193600
139524;Store 14;Project 2024_03;104584
139305;Store 9;Project 2023_02;33936
139526;Store 4;Project 2022_02;31535
139404;Store 1;Project 2024_02;28997
139349;Store 7;Project 2022_02;40090
139373;Store 7;Project 2023_01;14988
139339;Store 1;Project 2024_01;31046
139532;Store 2;Project 2022_03;13551
139637;Store 11;Project 2023_03;37270
139561;Store 10;Project 2022_02;13445
139515;Store 11;Project 2022_01;11340
139637;Store 6;Project 2022_01;23879
139576;Store 3;Project 2024_01;24866
139554;Store 10;Project 2022_01;29280
139323;Store 11;Project 2023_03;27367
139577;Store 16;Project 2023_02;22472
139496;Store 6;Project 2024_03;93026
139404;Store 15;Project 2023_02;106642
139307;Store 13;Project 2024_03;121823
139350;Store 4;Project 2022_01;5739
139436;Store 8;Project 2024_02;2820
139631;Store 12;Project 2024_02;5937
139301;Store 6;Project 2023_01;8501
139538;Store 8;Project 2022_03;45066
139590;Store 9;Project 2023_01;16518
139343;Store 1;Project 2024_01;10692
139407;Store 5;Project 2024_03;16478
139546;Store 3;Project 2024_03;80000
139316;Store 14;Project 2024_01;9789
139553;Store 6;Project 2024_01;7058
139450;Store 12;Project 2022_03;45711
139338;Store 12;Project 2023_01;255424
139350;Store 6;Project 2024_03;33307
139376;Store 1;Project 2022_02;143713
139594;Store 5;Project 2022_02;25927
139364;Store 11;Project 2024_01;122729
139383;Store 2;Project 2022_01;33245
139334;Store 15;Project 2022_01;110116
139524;Store 15;Project 2024_01;41010
139574;Store 4;Project 2022_02;67645
139300;Store 12;Project 2023_01;36583
139370;Store 12;Project 2024_02;27221
139526;Store 2;Project 2023_01;23861
139597;Store 6;Project 2023_02;31695
139514;Store 16;Project 2024_02;15820
139403;Store 1;Project 2024_03;33998
139475;Store 6;Project 2023_03;72662
139369;Store 14;Project 2022_02;40935
139385;Store 5;Project 2024_01;56219
139441;Store 3;Project 2022_01;68472
139339;Store 15;Project 2022_02;54822
139408;Store 15;Project 2023_01;45834
139380;Store 1;Project 2022_01;22909
139465;Store 12;Project 2022_02;6392
139567;Store 8;Project 2023_03;2739
139406;Store 9;Project 2024_03;5529
139630;Store 9;Project 2022_02;8477
139376;Store 8;Project 2023_03;62638
139601;Store 7;Project 2022_02;120192
139553;Store 16;Project 2024_02;4000
139428;Store 4;Project 2024_03;500
139306;Store 13;Project 2023_03;6000
139539;Store 6;Project 2024_02;800
139467;Store 2;Project 2024_02;300
139338;Store 3;Project 2023_02;2000
139480;Store 3;Project 2024_01;4500
139625;Store 16;Project 2022_02;500
139558;Store 12;Project 2022_02;1200
139305;Store 3;Project 2022_02;1000
139496;Store 10;Project 2023_02;300
139518;Store 2;Project 2023_02;500
139355;Store 15;Project 2022_02;100
139367;Store 14;Project 2024_02;250
139329;Store 2;Project 2022_01;150
139380;Store 3;Project 2024_01;1500
139483;Store 12;Project 2023_02;12000
139432;Store 6;Project 2024_02;8000
139575;Store 1;Project 2024_02;10000
139302;Store 6;Project 2022_01;2500
139311;Store 4;Project 2023_01;5000
139501;Store 4;Project 2023_03;10332
139305;Store 12;Project 2024_01;8391
139347;Store 4;Project 2023_01;4254
139551;Store 7;Project 2024_01;3381
139551;Store 5;Project 2022_02;62037
139549;Store 12;Project 2022_03;179788
139470;Store 16;Project 2024_03;57950
139373;Store 9;Project 2022_02;48012
139538;Store 9;Project 2022_02;16465
139324;Store 3;Project 2024_01;19517
139413;Store 4;Project 2023_01;14775
139546;Store 9;Project 2023_03;147577
139357;Store 13;Project 2024_03;45859
139605;Store 14;Project 2024_03;283604
139484;Store 15;Project 2024_02;7519
139513;Store 11;Project 2022_03;160829
139638;Store 2;Project 2023_02;4033
139339;Store 4;Project 2024_02;8375
139379;Store 14;Project 2024_03;23009
139352;Store 16;Project 2024_01;5352
139484;Store 12;Project 2022_02;34093
139483;Store 6;Project 2024_02;79982
139344;Store 11;Project 2023_03;69125
139518;Store 12;Project 2024_01;18806
139302;Store 13;Project 2024_01;7544
139495;Store 11;Project 2024_01;14882
139473;Store 5;Project 2024_01;16288
139414;Store 9;Project 2023_02;21915
139438;Store 7;Project 2022_03;28885
139476;Store 12;Project 2023_03;7841
139518;Store 2;Project 2024_03;6133
139313;Store 16;Project 2024_02;4158
139552;Store 15;Project 2022_03;4711
139497;Store 16;Project 2024_02;70162
139360;Store 1;Project 2024_01;108385
139425;Store 15;Project 2022_01;27963
139333;Store 1;Project 2022_01;49801
139367;Store 10;Project 2024_01;17725
139482;Store 1;Project 2024_03;83900
139640;Store 16;Project 2022_02;6695
139483;Store 1;Project 2024_01;74084
139633;Store 7;Project 2023_01;9371
139494;Store 9;Project 2023_01;96065
139466;Store 11;Project 2023_01;18495
139401;Store 16;Project 2023_02;28756
139588;Store 12;Project 2023_02;8850
139578;Store 13;Project 2023_03;29637
139504;Store 8;Project 2023_03;10530
139386;Store 14;Project 2024_03;8375
139347;Store 9;Project 2023_03;6842
139585;Store 13;Project 2022_01;6295
139407;Store 1;Project 2024_01;12750
139534;Store 14;Project 2023_01;16212
139368;Store 1;Project 2022_01;14112
139345;Store 8;Project 2022_02;68823
139617;Store 1;Project 2022_02;166803
139359;Store 16;Project 2022_03;35895
139371;Store 6;Project 2024_02;17287
139397;Store 5;Project 2023_01;51362
139616;Store 10;Project 2023_02;35330
139437;Store 14;Project 2023_01;9439
139351;Store 6;Project 2024_03;16037
139397;Store 2;Project 2022_01;50000
139564;Store 13;Project 2024_03;14707
139537;Store 15;Project 2022_02;22813
139515;Store 16;Project 2022_02;14053
139558;Store 13;Project 2023_02;9237
139483;Store 3;Project 2023_02;32666
139435;Store 11;Project 2022_03;19578
139384;Store 12;Project 2024_02;16034
139541;Store 11;Project 2024_03;15003
139358;Store 15;Project 2022_03;29338
139347;Store 2;Project 2022_01;65856
139459;Store 3;Project 2022_01;9547
139612;Store 10;Project 2024_03;27308
139640;Store 3;Project 2022_01;6630
139517;Store 16;Project 2022_02;60986
139594;Store 3;Project 2023_01;45001
139442;Store 2;Project 2023_02;9900
139586;Store 9;Project 2024_03;11008
139571;Store 9;Project 2023_03;8000
139520;Store 14;Project 2024_02;28433
139535;Store 2;Project 2023_02;63084
139398;Store 2;Project 2024_02;28320
139593;Store 13;Project 2024_02;42347
139340;Store 9;Project 2022_03;119693
139568;Store 13;Project 2023_03;14022
139351;Store 11;Project 2022_03;11000
139557;Store 14;Project 2024_02;13200
139370;Store 7;Project 2024_01;32905
139509;Store 3;Project 2024_02;18361
139624;Store 12;Project 2024_03;16177
139567;Store 3;Project 2022_03;15271
139382;Store 15;Project 2022_02;14300
139527;Store 5;Project 2023_03;105487
139541;Store 8;Project 2023_01;11098
139483;Store 1;Project 2022_03;9998
139429;Store 15;Project 2023_01;17369
139443;Store 14;Project 2024_03;7143
139349;Store 5;Project 2024_02;96261
139521;Store 6;Project 2024_03;49634
139463;Store 5;Project 2022_01;30912
139487;Store 6;Project 2022_02;11546
139374;Store 1;Project 2022_01;4000
139341;Store 7;Project 2022_02;3000
139336;Store 14;Project 2024_01;25000
139427;Store 4;Project 2022_02;1500
139498;Store 6;Project 2023_02;4000
139355;Store 10;Project 2022_01;6000
139458;Store 14;Project 2023_02;1000
139463;Store 16;Project 2023_01;3000
139381;Store 15;Project 2023_01;5000
139436;Store 2;Project 2024_02;6000
139336;Store 10;Project 2022_03;9000
139353;Store 8;Project 2023_02;2500
139302;Store 16;Project 2022_03;3500
139301;Store 8;Project 2022_03;1800
139610;Store 9;Project 2024_02;12000
139545;Store 10;Project 2024_02;18000
139429;Store 12;Project 2022_03;21000
139622;Store 3;Project 2024_02;16000
139495;Store 14;Project 2022_01;4000
139363;Store 12;Project 2024_03;14500
139329;Store 8;Project 2023_02;10000
139589;Store 10;Project 2024_02;7000
139535;Store 15;Project 2023_01;12000
139601;Store 2;Project 2024_02;34000
139631;Store 9;Project 2022_01;14000
139461;Store 13;Project 2022_03;4200
139579;Store 12;Project 2022_02;6000
139601;Store 7;Project 2023_02;7000
139478;Store 1;Project 2022_02;4000
139484;Store 5;Project 2023_02;3000
139613;Store 10;Project 2022_01;13970
139466;Store 16;Project 2024_01;3541
139503;Store 1;Project 2024_03;11565
139319;Store 2;Project 2023_03;4180
139635;Store 15;Project 2023_03;17805
139363;Store 15;Project 2023_03;78100
139514;Store 9;Project 2023_01;155000
139388;Store 3;Project 2022_02;170500
139551;Store 14;Project 2024_01;300000
139423;Store 12;Project 2022_02;10000
139604;Store 1;Project 2023_03;60000
139531;Store 1;Project 2022_01;4730
139484;Store 16;Project 2023_03;3300
139539;Store 5;Project 2024_01;10000
139523;Store 13;Project 2024_03;12100
