Order number;ETD Initial;ETD Updated;GTIN13;No BU;store number;Ordered Quantity;TEU;lat,long;no ship
19763;13/04/2023;13/04/2023;139530;1;Store 1;20;0.11596385542168675;;CMA3537
19763;13/04/2023;13/04/2023;139669;1;Store 1;67;0.2319277108433735;;CMA3537
19763;13/04/2023;13/04/2023;139339;1;Store 1;88;0.20602409638554214;;CMA3537
19763;13/04/2023;13/04/2023;139534;1;Store 1;70;0.10301204819277107;;CMA3537
19763;13/04/2023;13/04/2023;139487;1;Store 1;32;0.10301204819277107;;CMA3537
19763;13/04/2023;13/04/2023;139409;1;Store 1;57;0.14819277108433734;;CMA3537
19763;13/04/2023;13/04/2023;139582;1;Store 1;75;0.07409638554216867;;CMA3537
19763;13/04/2023;13/04/2023;139675;1;Store 1;24;0.07409638554216867;;CMA3537
19763;13/04/2023;13/04/2023;139675;1;Store 1;94;0.03975903614457831;;CMA3537
19763;13/04/2023;13/04/2023;139365;1;Store 1;33;0.03614457831325301;;CMA3537
19763;13/04/2023;13/04/2023;139368;1;Store 1;11;0.03253012048192771;;CMA3537
19763;13/04/2023;13/04/2023;139714;1;Store 1;59;0.05698795180722891;;CMA3537
19763;13/04/2023;13/04/2023;139615;1;Store 1;28;0.04662650602409638;;CMA3537
19763;13/04/2023;13/04/2023;139312;1;Store 1;59;0.05698795180722891;;CMA3537
19763;13/04/2023;13/04/2023;139514;1;Store 1;53;0.2114457831325301;;CMA3537
19763;13/04/2023;13/04/2023;139795;1;Store 1;25;0.08403614457831325;;CMA3537
19763;13/04/2023;13/04/2023;139334;1;Store 1;60;0.12891566265060242;;CMA3537
19763;13/04/2023;13/04/2023;139636;1;Store 1;48;0.05259036144578313;;CMA3537
19763;13/04/2023;13/04/2023;139719;1;Store 1;23;0.10518072289156626;;CMA3537
19763;13/04/2023;13/04/2023;139763;1;Store 1;74;0.05662650602409638;;CMA3537
19594;27/04/2023;27/04/2023;139416;1;Store 1;45;0.026746987951807227;;CMA3538
19594;27/04/2023;27/04/2023;139372;1;Store 1;12;0.047710843373493975;;CMA3538
19594;27/04/2023;27/04/2023;139675;1;Store 1;42;0.09909638554216867;;CMA3538
19594;27/04/2023;27/04/2023;139513;1;Store 1;68;0.41566265060240964;;CMA3538
19594;27/04/2023;27/04/2023;139943;1;Store 1;59;0.36189759036144575;;CMA3538
19594;27/04/2023;27/04/2023;139359;1;Store 1;22;0.19102409638554213;;CMA3538
19594;27/04/2023;27/04/2023;139800;1;Store 1;50;0.5110843373493975;;CMA3538
19594;27/04/2023;27/04/2023;139358;1;Store 1;54;0.11786144578313251;;CMA3538
19594;27/04/2023;27/04/2023;139843;1;Store 1;71;0.08518072289156625;;CMA3538
19594;27/04/2023;27/04/2023;139359;1;Store 1;100;0.14204819277108433;;CMA3538
19594;27/04/2023;27/04/2023;139627;1;Store 1;16;0.07102409638554216;;CMA3538
19594;27/04/2023;27/04/2023;139414;1;Store 1;71;0.0327710843373494;;CMA3538
19594;27/04/2023;27/04/2023;139422;1;Store 1;96;0.24289156626506023;;CMA3538
19594;27/04/2023;27/04/2023;139431;1;Store 1;82;0.09740963855421686;;CMA3538
19594;27/04/2023;27/04/2023;139440;1;Store 1;29;0.6795180722891565;;CMA3538
19594;27/04/2023;27/04/2023;139797;1;Store 1;95;0.33334337349397586;;CMA3538
19594;27/04/2023;27/04/2023;139728;1;Store 1;80;0.06265060240963854;;CMA3538
14485;25/05/2023;;139360;5;Store 5;22;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139570;5;Store 5;34;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139440;5;Store 5;51;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139362;5;Store 5;54;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139451;5;Store 5;85;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139412;5;Store 5;83;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139347;5;Store 5;71;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139367;5;Store 5;25;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139889;5;Store 5;40;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139681;5;Store 5;37;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139887;5;Store 5;37;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139563;5;Store 5;67;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139492;5;Store 5;71;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139655;5;Store 5;61;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139861;5;Store 5;64;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139412;5;Store 5;93;0;47.77748060244169,-7.111679788514802;CMA3532
13857;13/04/2023;13/04/2023;139750;1;Store 1;45;0.06909638554216867;;CMA3533
13857;13/04/2023;13/04/2023;139484;1;Store 1;34;0.1272289156626506;;CMA3533
13857;13/04/2023;13/04/2023;139889;1;Store 1;77;0.2378313253012048;;CMA3533
13857;13/04/2023;13/04/2023;139723;1;Store 1;19;1.2469879518072287;;CMA3533
13857;13/04/2023;13/04/2023;139408;1;Store 1;16;0.7961746987951807;;CMA3533
13857;13/04/2023;13/04/2023;139744;1;Store 1;98;0.5093975903614457;;CMA3533
13857;13/04/2023;13/04/2023;139488;1;Store 1;34;1.1925301204819276;;CMA3533
13857;13/04/2023;13/04/2023;139535;1;Store 1;99;0.47144578313253005;;CMA3533
13857;13/04/2023;13/04/2023;139329;1;Store 1;63;0.1703614457831325;;CMA3533
13857;13/04/2023;13/04/2023;139440;1;Store 1;78;0.28409638554216865;;CMA3533
13857;13/04/2023;13/04/2023;139584;1;Store 1;54;0.14204819277108433;;CMA3533
13857;13/04/2023;13/04/2023;139613;1;Store 1;75;0.06963855421686746;;CMA3533
13857;13/04/2023;13/04/2023;139487;1;Store 1;51;0.6477108433734939;;CMA3533
13857;13/04/2023;13/04/2023;139436;1;Store 1;60;0.19481927710843372;;CMA3533
13857;13/04/2023;13/04/2023;139655;1;Store 1;21;0.8095481927710843;;CMA3533
13857;13/04/2023;13/04/2023;139433;1;Store 1;59;0.1566265060240964;;CMA3533
10542;11/05/2023;11/05/2023;139715;1;Store 1;94;0.04903614457831325;;CMA3538
10542;11/05/2023;11/05/2023;139901;1;Store 1;53;0.08746987951807228;;CMA3538
10542;11/05/2023;11/05/2023;139583;1;Store 1;35;0.07927710843373494;;CMA3538
10542;11/05/2023;11/05/2023;139566;1;Store 1;59;0.41566265060240964;;CMA3538
10542;11/05/2023;11/05/2023;139323;1;Store 1;28;0.1447590361445783;;CMA3538
10542;11/05/2023;11/05/2023;139388;1;Store 1;66;0.06367469879518071;;CMA3538
10542;11/05/2023;11/05/2023;139423;1;Store 1;60;0.25554216867469876;;CMA3538
10542;11/05/2023;11/05/2023;139829;1;Store 1;62;0.07102409638554216;;CMA3538
10542;11/05/2023;11/05/2023;139727;1;Store 1;57;0.09012048192771084;;CMA3538
10542;11/05/2023;11/05/2023;139859;1;Store 1;68;0.08096385542168674;;CMA3538
10542;11/05/2023;11/05/2023;139718;1;Store 1;69;0.2548192771084337;;CMA3538
10542;11/05/2023;11/05/2023;139811;1;Store 1;75;0.28572289156626507;;CMA3538
10542;11/05/2023;11/05/2023;139781;1;Store 1;46;0.03132530120481927;;CMA3538
15254;13/04/2023;13/04/2023;139729;1;Store 1;34;0.0980722891566265;;CMA3536
15254;13/04/2023;13/04/2023;139584;1;Store 1;23;0.19879518072289154;;CMA3536
15254;13/04/2023;13/04/2023;139798;1;Store 1;44;0.19819277108433733;;CMA3536
15254;13/04/2023;13/04/2023;139939;1;Store 1;88;1.1084337349397588;;CMA3536
15254;13/04/2023;13/04/2023;139893;1;Store 1;20;0.6514156626506024;;CMA3536
15254;13/04/2023;13/04/2023;139892;1;Store 1;19;0.44572289156626504;;CMA3536
15254;13/04/2023;13/04/2023;139800;1;Store 1;93;0.8518072289156626;;CMA3536
15254;13/04/2023;13/04/2023;139451;1;Store 1;13;0.47144578313253005;;CMA3536
15254;13/04/2023;13/04/2023;139904;1;Store 1;71;0.08518072289156625;;CMA3536
15254;13/04/2023;13/04/2023;139879;1;Store 1;57;0.2130722891566265;;CMA3536
15254;13/04/2023;13/04/2023;139491;1;Store 1;52;0.14204819277108433;;CMA3536
15254;13/04/2023;13/04/2023;139702;1;Store 1;55;0.06963855421686746;;CMA3536
15254;13/04/2023;13/04/2023;139302;1;Store 1;57;0.24289156626506023;;CMA3536
15254;13/04/2023;13/04/2023;139942;1;Store 1;61;0.2922289156626506;;CMA3536
15254;13/04/2023;13/04/2023;139606;1;Store 1;18;0.42469879518072284;;CMA3536
15254;13/04/2023;13/04/2023;139674;1;Store 1;15;0.5714457831325301;;CMA3536
15254;13/04/2023;13/04/2023;139365;1;Store 1;60;0.09397590361445783;;CMA3536
16362;11/05/2023;11/05/2023;139335;1;Store 1;63;0.02228915662650602;;CMA3533
16362;11/05/2023;11/05/2023;139561;1;Store 1;93;0.03975903614457831;;CMA3533
16362;11/05/2023;11/05/2023;139744;1;Store 1;61;0.0594578313253012;;CMA3533
16362;11/05/2023;11/05/2023;139427;1;Store 1;45;0.41566265060240964;;CMA3533
16362;11/05/2023;11/05/2023;139700;1;Store 1;42;0.21713855421686745;;CMA3533
16362;11/05/2023;11/05/2023;139653;1;Store 1;41;0.06367469879518071;;CMA3533
16362;11/05/2023;11/05/2023;139557;1;Store 1;58;0.340722891566265;;CMA3533
16362;11/05/2023;11/05/2023;139904;1;Store 1;17;0.0163855421686747;;CMA3533
16362;11/05/2023;11/05/2023;139790;1;Store 1;81;0.16192771084337348;;CMA3533
16362;11/05/2023;11/05/2023;139935;1;Store 1;24;0.08493975903614456;;CMA3533
16362;11/05/2023;11/05/2023;139310;1;Store 1;61;0.19048192771084335;;CMA3533
16362;11/05/2023;11/05/2023;139348;1;Store 1;83;0.03132530120481927;;CMA3533
16116;27/04/2023;27/04/2023;139943;1;Store 1;10;0.017831325301204817;;CMA3532
16116;27/04/2023;27/04/2023;139801;1;Store 1;75;0.023855421686746987;;CMA3532
16116;27/04/2023;27/04/2023;139580;1;Store 1;13;0.03963855421686747;;CMA3532
16116;27/04/2023;27/04/2023;139380;1;Store 1;64;0.2771084337349397;;CMA3532
16116;27/04/2023;27/04/2023;139783;1;Store 1;64;0.2895180722891566;;CMA3532
16116;27/04/2023;27/04/2023;139630;1;Store 1;91;0.06367469879518071;;CMA3532
16116;27/04/2023;27/04/2023;139584;1;Store 1;45;0.25554216867469876;;CMA3532
16116;27/04/2023;27/04/2023;139730;1;Store 1;91;0.11786144578313251;;CMA3532
16116;27/04/2023;27/04/2023;139578;1;Store 1;32;0.07102409638554216;;CMA3532
16116;27/04/2023;27/04/2023;139512;1;Store 1;98;0.004096385542168675;;CMA3532
16116;27/04/2023;27/04/2023;139592;1;Store 1;31;0.24289156626506023;;CMA3532
16116;27/04/2023;27/04/2023;139797;1;Store 1;53;0.08493975903614456;;CMA3532
16116;27/04/2023;27/04/2023;139721;1;Store 1;100;0.19048192771084335;;CMA3532
16116;27/04/2023;27/04/2023;139431;1;Store 1;86;0.03132530120481927;;CMA3532
14485;25/05/2023;;139404;5;Store 5;47;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139515;5;Store 5;94;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139497;5;Store 5;36;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139763;5;Store 5;34;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139849;5;Store 5;34;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139425;5;Store 5;98;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139402;5;Store 5;42;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139762;5;Store 5;77;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139842;5;Store 5;42;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139709;5;Store 5;43;0;47.77748060244169,-7.111679788514802;CMA3532
14485;25/05/2023;;139613;5;Store 5;65;0;47.77748060244169,-7.111679788514802;CMA3532
17541;25/05/2023;;139703;10;Store 10;31;0;47.77748060244169,-7.111679788514802;CMA3532
17541;25/05/2023;;139870;10;Store 10;24;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139656;2;Store 2;71;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139507;2;Store 2;44;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139311;2;Store 2;74;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139833;2;Store 2;50;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139933;2;Store 2;92;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139567;2;Store 2;13;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139498;2;Store 2;47;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139305;2;Store 2;77;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139615;2;Store 2;33;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139896;2;Store 2;78;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139821;2;Store 2;37;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139798;2;Store 2;55;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139434;2;Store 2;54;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139931;2;Store 2;36;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139326;2;Store 2;93;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139882;2;Store 2;66;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139576;2;Store 2;64;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139651;2;Store 2;58;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139369;2;Store 2;48;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139517;2;Store 2;76;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139941;2;Store 2;43;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139926;2;Store 2;41;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139783;2;Store 2;58;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139839;2;Store 2;50;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139504;2;Store 2;25;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139807;2;Store 2;36;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139424;2;Store 2;84;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139932;2;Store 2;42;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139735;2;Store 2;15;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139457;2;Store 2;77;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139610;2;Store 2;39;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139873;2;Store 2;70;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139736;2;Store 2;26;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139351;2;Store 2;48;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139540;2;Store 2;31;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139642;2;Store 2;82;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139455;2;Store 2;35;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139501;2;Store 2;23;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139519;2;Store 2;73;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139523;2;Store 2;50;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139387;2;Store 2;68;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139743;2;Store 2;44;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139530;2;Store 2;11;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139647;2;Store 2;48;0;47.77748060244169,-7.111679788514802;CMA3532
11718;25/05/2023;;139707;2;Store 2;69;0;47.77748060244169,-7.111679788514802;CMA3532
11641;25/05/2023;25/05/2023;139907;1;Store 1;44;0.03566265060240963;47.77748060244169,-7.111679788514802;CMA3532
11641;25/05/2023;25/05/2023;139389;1;Store 1;45;0.03578313253012048;47.77748060244169,-7.111679788514802;CMA3532
11641;25/05/2023;25/05/2023;139511;1;Store 1;71;0.1189156626506024;47.77748060244169,-7.111679788514802;CMA3532
11641;25/05/2023;25/05/2023;139456;1;Store 1;63;0.41566265060240964;47.77748060244169,-7.111679788514802;CMA3532
11641;25/05/2023;25/05/2023;139745;1;Store 1;29;0.21713855421686745;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139409;3;Store 3;82;0.005963855421686747;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139804;3;Store 3;48;0.01930722891566265;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139599;3;Store 3;96;0.020481927710843374;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139880;3;Store 3;36;0.005180722891566264;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139560;3;Store 3;10;0.006626506024096385;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139776;3;Store 3;47;0.006626506024096385;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139518;3;Store 3;62;0.005180722891566264;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139452;3;Store 3;35;0.007108433734939758;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139320;3;Store 3;40;0.00536144578313253;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139880;3;Store 3;44;0.00536144578313253;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139911;3;Store 3;67;0.007108433734939758;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139405;3;Store 3;17;0.00536144578313253;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139515;3;Store 3;59;0.18554216867469878;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139598;3;Store 3;35;0.02897590361445783;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139553;3;Store 3;47;0.5396686746987952;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139564;3;Store 3;81;0.07048192771084337;47.77748060244169,-7.111679788514802;CMA3532
15556;13/04/2023;13/04/2023;139695;1;Store 1;77;0.04457831325301204;;CMA3536
15556;13/04/2023;13/04/2023;139830;1;Store 1;29;0.059638554216867465;;CMA3536
15556;13/04/2023;13/04/2023;139662;1;Store 1;30;0.07927710843373494;;CMA3536
15556;13/04/2023;13/04/2023;139505;1;Store 1;32;0.5542168674698794;;CMA3536
15556;13/04/2023;13/04/2023;139419;1;Store 1;45;0.7237951807228915;;CMA3536
15556;13/04/2023;13/04/2023;139671;1;Store 1;59;0.25469879518072286;;CMA3536
15556;13/04/2023;13/04/2023;139804;1;Store 1;92;0.5962650602409638;;CMA3536
15556;13/04/2023;13/04/2023;139881;1;Store 1;90;0.47144578313253005;;CMA3536
15556;13/04/2023;13/04/2023;139666;1;Store 1;87;0.1703614457831325;;CMA3536
15556;13/04/2023;13/04/2023;139698;1;Store 1;97;0.14204819277108433;;CMA3536
15556;13/04/2023;13/04/2023;139662;1;Store 1;88;0.14204819277108433;;CMA3536
15556;13/04/2023;13/04/2023;139885;1;Store 1;27;0.00819277108433735;;CMA3536
15556;13/04/2023;13/04/2023;139927;1;Store 1;59;0.5667469879518071;;CMA3536
15556;13/04/2023;13/04/2023;139689;1;Store 1;96;0.19481927710843372;;CMA3536
15556;13/04/2023;13/04/2023;139727;1;Store 1;33;0.16987951807228913;;CMA3536
15556;13/04/2023;13/04/2023;139384;1;Store 1;75;0.4762048192771084;;CMA3536
15556;13/04/2023;13/04/2023;139529;1;Store 1;75;0.09397590361445783;;CMA3536
14060;13/04/2023;13/04/2023;139347;1;Store 1;13;0.12259036144578313;;CMA3534
14060;13/04/2023;13/04/2023;139539;1;Store 1;62;0.1272289156626506;;CMA3534
14060;13/04/2023;13/04/2023;139923;1;Store 1;79;0.07927710843373494;;CMA3534
14060;13/04/2023;13/04/2023;139462;1;Store 1;22;0.5542168674698794;;CMA3534
14060;13/04/2023;13/04/2023;139635;1;Store 1;42;0.7237951807228915;;CMA3534
14060;13/04/2023;13/04/2023;139767;1;Store 1;71;0.25469879518072286;;CMA3534
14060;13/04/2023;13/04/2023;139320;1;Store 1;63;0.340722891566265;;CMA3534
14060;13/04/2023;13/04/2023;139805;1;Store 1;41;0.23572289156626502;;CMA3534
14060;13/04/2023;13/04/2023;139891;1;Store 1;94;0.14204819277108433;;CMA3534
14060;13/04/2023;13/04/2023;139743;1;Store 1;76;0.07102409638554216;;CMA3534
14060;13/04/2023;13/04/2023;139319;1;Store 1;46;0.012289156626506021;;CMA3534
14060;13/04/2023;13/04/2023;139526;1;Store 1;47;0.12144578313253011;;CMA3534
14060;13/04/2023;13/04/2023;139486;1;Store 1;62;0.09740963855421686;;CMA3534
14060;13/04/2023;13/04/2023;139865;1;Store 1;62;0.16987951807228913;;CMA3534
14060;13/04/2023;13/04/2023;139685;1;Store 1;98;0.19048192771084335;;CMA3534
14060;13/04/2023;13/04/2023;139440;1;Store 1;98;0.06265060240963854;;CMA3534
19638;27/04/2023;27/04/2023;139705;1;Store 1;61;0.04903614457831325;;CMA3533
19638;27/04/2023;27/04/2023;139504;1;Store 1;86;0.0516867469879518;;CMA3533
19638;27/04/2023;27/04/2023;139487;1;Store 1;16;0.15855421686746987;;CMA3533
19638;27/04/2023;27/04/2023;139553;1;Store 1;29;0.5542168674698794;;CMA3533
19638;27/04/2023;27/04/2023;139594;1;Store 1;79;0.2895180722891566;;CMA3533
19638;27/04/2023;27/04/2023;139875;1;Store 1;20;0.12734939759036143;;CMA3533
19638;27/04/2023;27/04/2023;139553;1;Store 1;51;0.25554216867469876;;CMA3533
19638;27/04/2023;27/04/2023;139352;1;Store 1;97;0.11786144578313251;;CMA3533
19638;27/04/2023;27/04/2023;139724;1;Store 1;74;0.07102409638554216;;CMA3533
19638;27/04/2023;27/04/2023;139436;1;Store 1;48;0.0163855421686747;;CMA3533
19638;27/04/2023;27/04/2023;139758;1;Store 1;44;0.08096385542168674;;CMA3533
19638;27/04/2023;27/04/2023;139608;1;Store 1;32;0.12740963855421686;;CMA3533
19638;27/04/2023;27/04/2023;139681;1;Store 1;25;0.14286144578313253;;CMA3533
19638;27/04/2023;27/04/2023;139667;1;Store 1;61;0.03132530120481927;;CMA3533
16287;25/05/2023;25/05/2023;139590;3;Store 3;65;0.01433734939759036;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139390;3;Store 3;55;0.00716867469879518;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139870;3;Store 3;65;0.00358433734939759;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139450;3;Store 3;82;0.07102409638554216;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139614;3;Store 3;43;0.0819277108433735;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139901;3;Store 3;52;0.020481927710843374;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139806;3;Store 3;36;0.0163855421686747;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139607;3;Store 3;84;0.3643373493975903;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139830;3;Store 3;83;0.09740963855421686;47.77748060244169,-7.111679788514802;CMA3532
16287;25/05/2023;25/05/2023;139356;3;Store 3;66;0.08096385542168674;47.77748060244169,-7.111679788514802;CMA3532
17541;25/05/2023;;139782;10;Store 10;75;0;47.77748060244169,-7.111679788514802;CMA3532
17541;25/05/2023;;139432;10;Store 10;94;0;47.77748060244169,-7.111679788514802;CMA3532
17541;25/05/2023;;139434;10;Store 10;50;0;47.77748060244169,-7.111679788514802;CMA3532
17541;25/05/2023;;139332;10;Store 10;78;0;47.77748060244169,-7.111679788514802;CMA3532
17541;25/05/2023;;139503;10;Store 10;16;0;47.77748060244169,-7.111679788514802;CMA3532
17541;25/05/2023;;139401;10;Store 10;97;0;47.77748060244169,-7.111679788514802;CMA3532
17541;25/05/2023;;139638;10;Store 10;76;0;47.77748060244169,-7.111679788514802;CMA3532
17541;25/05/2023;;139584;10;Store 10;41;0;47.77748060244169,-7.111679788514802;CMA3532
17541;25/05/2023;;139657;10;Store 10;79;0;47.77748060244169,-7.111679788514802;CMA3532
17541;25/05/2023;;139612;10;Store 10;50;0;47.77748060244169,-7.111679788514802;CMA3532
17541;25/05/2023;;139578;10;Store 10;100;0;47.77748060244169,-7.111679788514802;CMA3532
17541;25/05/2023;;139388;10;Store 10;21;0;47.77748060244169,-7.111679788514802;CMA3532
17541;25/05/2023;;139860;10;Store 10;77;0;47.77748060244169,-7.111679788514802;CMA3532
17541;25/05/2023;;139408;10;Store 10;73;0;47.77748060244169,-7.111679788514802;CMA3532
17541;25/05/2023;;139534;10;Store 10;18;0;47.77748060244169,-7.111679788514802;CMA3532
17541;25/05/2023;;139453;10;Store 10;54;0;47.77748060244169,-7.111679788514802;CMA3532
17541;25/05/2023;;139836;10;Store 10;70;0;47.77748060244169,-7.111679788514802;CMA3532
16020;11/05/2023;;139893;1;Store 1;30;0;;CMA3532
16020;11/05/2023;;139487;1;Store 1;33;0;;CMA3532
16020;11/05/2023;;139354;1;Store 1;95;0;;CMA3532
16020;11/05/2023;;139444;1;Store 1;10;0;;CMA3532
16020;11/05/2023;;139942;1;Store 1;72;0;;CMA3532
16020;11/05/2023;;139659;1;Store 1;66;0;;CMA3532
16020;11/05/2023;;139792;1;Store 1;71;0;;CMA3532
16020;11/05/2023;;139893;1;Store 1;88;0;;CMA3532
16020;11/05/2023;;139585;1;Store 1;14;0;;CMA3532
16020;11/05/2023;;139317;1;Store 1;87;0;;CMA3532
16020;11/05/2023;;139840;1;Store 1;56;0;;CMA3532
16020;11/05/2023;;139359;1;Store 1;74;0;;CMA3532
16020;11/05/2023;;139841;1;Store 1;19;0;;CMA3532
16020;11/05/2023;;139605;1;Store 1;30;0;;CMA3532
16020;11/05/2023;;139438;1;Store 1;45;0;;CMA3532
16020;11/05/2023;;139856;1;Store 1;11;0;;CMA3532
16020;11/05/2023;;139896;1;Store 1;64;0;;CMA3532
16020;11/05/2023;;139383;1;Store 1;78;0;;CMA3532
16020;11/05/2023;;139845;1;Store 1;32;0;;CMA3532
16020;11/05/2023;;139897;1;Store 1;71;0;;CMA3532
